41.90381526,0.163638115
41.90860344,0.055438042
41.91339078,0.052602768
41.91817896,0.113894463
41.92296787,0.07733345
41.92775604,-0.023023605
41.93254339,-0.034702301
41.93733156,-0.029662132
41.94212047,-0.14099884
41.94690865,-0.253781319
41.95169604,-0.301509857
41.95648417,-1.300810814
41.96127313,-4.564100266
41.96606125,2.181495667
41.97084865,5.414921761
41.97563677,-4.410909653
41.98042573,-4.757950783
41.98521386,2.026707649
41.99000125,5.339894295
41.99478938,-5.508463383
41.99957834,-18.54545593
42.00436646,-13.17534447
42.00915386,7.003869057
42.01394198,1.382641792
42.01873094,-10.44801712
42.02351906,6.604914665
42.02830646,4.001297951
42.03309464,-7.539125919
42.03788354,3.329979897
42.04267172,6.408918381
42.04745906,-1.924518108
42.05224724,3.430770874
42.05703615,9.241987228
42.06182432,3.737293243
42.06661167,-2.99533844
42.07139985,-0.351754189
42.07618875,4.135893822
42.08097693,1.363908768
42.08576427,-0.44543457
42.09055245,3.812851906
42.09534136,6.317399979
42.10012953,2.906321526
42.10491688,2.072523117
42.10970505,3.00183773
42.11449396,2.014923096
42.11928214,0.207055092
42.12406953,0.457746506
42.12885766,2.113789558
42.13364662,1.388758659
42.13843474,-0.477960587
42.14322214,-0.403161049
42.14801026,-0.725308418
42.15279922,-2.266227722
42.15758735,-3.29335928
42.16237474,-2.757913589
42.16716287,-1.570572376
42.17195182,-1.931719303
42.17673995,-1.467556
42.18152735,-0.803237915
42.18631547,-1.002892494
42.19110443,-1.520225525
42.19589255,-3.08636713
42.20067995,-2.833357811
42.20546807,-1.68180418
42.21025703,-1.763106346
42.21504516,-1.63392067
42.21983255,-1.155874252
42.22462073,-0.97973156
42.22940964,-1.13376236
42.23419781,-1.471671104
42.23898516,-1.58199501
42.24377334,-1.068179131
42.24856224,-0.569436073
42.25335042,0.1916008
42.25813776,1.095028877
42.26292594,1.12696743
42.26771485,1.082367897
42.27250302,0.813097
42.27729037,0.407921791
42.28207854,0.725328445
42.28686745,1.491776466
42.29165563,1.415607452
42.29644297,1.22239399
42.30123115,1.923616409
42.30602005,2.124201775
42.31080823,1.640743256
42.31559557,1.332479477
42.32038375,1.57453537
42.32517266,1.48393631
42.32996084,0.967894554
42.33474823,1.012019157
42.33953636,0.888726234
42.34432531,0.311341286
42.34911344,-0.062038422
42.35390084,-0.238864899
42.35868896,-0.530213356
42.36347792,-0.888118744
42.36826604,-0.843875885
42.37305344,-0.699277878
42.37784156,-0.803527832
42.38263052,-0.986539841
42.38741865,-1.164527893
42.39220604,-1.280114174
42.39699417,-1.42424202
42.40178313,-1.427116394
42.40657125,-1.3439188
42.41135865,-1.284744263
42.41614677,-1.082197189
42.42093573,-0.738853455
42.42572386,-0.613542557
42.43051125,-0.653371811
42.43529938,-0.554473877
42.44008834,-0.551345825
42.44487646,-0.474106789
42.44966386,-0.263075829
42.45445198,-0.150353432
42.45924094,0.002863884
42.46402906,0.294557571
42.46881646,0.545223236
42.47360459,0.61623764
42.47839354,0.665640831
42.48318167,0.834527969
42.48796906,1.007977486
42.49275719,1.133382797
42.49754615,1.292099953
42.50233432,1.429093361
42.50712167,1.369851112
42.51190985,1.315471649
42.51669875,1.227693558
42.52148693,0.943968773
42.52627427,0.631918907
42.53106245,0.487643242
42.53585136,0.604174614
42.54063953,0.670347214
42.54542688,0.569065094
42.55021505,0.44639492
42.55500396,0.15172863
42.55979214,-0.116259575
42.56457948,-0.257181168
42.56936766,-0.39074707
42.57415656,-0.440457344
42.57894474,-0.576185226
42.58373209,-0.656747818
42.58852026,-0.553092957
42.59330917,-0.633683205
42.59809735,-0.840899467
42.60288469,-0.940256119
42.60767287,-0.905589104
42.61246177,-0.973784447
42.61724995,-0.97733593
42.62203729,-0.734602928
42.62682547,-0.661946297
42.63161438,-0.634811401
42.63640255,-0.547931671
42.6411899,-0.554418564
42.64597807,-0.580030441
42.65076698,-0.397582054
42.65555516,-0.196233749
42.6603425,-0.164910316
42.66513068,0.093530655
42.66991959,0.45686245
42.67470776,0.506505966
42.67949511,0.369579315
42.68428328,0.479107857
42.68907219,0.734361649
42.69386037,0.685624123
42.69864771,0.620209694
42.70343589,0.760515213
42.70822479,0.804999352
42.71301297,0.694003105
42.71780031,0.757698059
42.72258849,0.883486748
42.7273774,0.648057938
42.73216557,0.434444427
42.73695297,0.443469048
42.7417411,0.316186905
42.74653,0.167543411
